"x"
1.97070023526543e-48
2.03795701269811e-39
2.77392331760265e-65
3.25927254464222e-43
2.61864299003355e-22
1.25122893222503e-67
1.43717337210689e-71
3.26575884988892e-44
1.43717337210689e-71
4.87223919196115e-67
7.18425178252038e-66
1.20547105714865e-32
0.242746138821206
7.13056904285709e-15
1.49837112049288e-20
7.23393591076675e-32
1.16688490228092e-12
2.82629269229088e-46
1.16688490228092e-12
2.61864299003355e-22
7.42246494899946e-74
3.67586363513449e-24
2.44339056929411e-40
1.97070023526543e-48
6.88035153928512e-29
6.47808609354139e-23
4.94655445414975e-27
1.17666748914488e-42
8.4198168041162e-25
0.0542430283742171
7.94306639397444e-18
2.60207239338111e-17
1.16660871208673e-10
3.00545965288334e-58
4.21874243804845e-05
6.12526314136956e-17
1.51028000521408e-49
7.37565630823838e-06
1.63793511427074e-69
6.47808609354139e-23
2.37081909147476e-18
7.42246494899946e-74
5.49742922579083e-20
3.11839507121841e-45
1.43036187860193e-07
1.6302382190232e-38
1.49837112049288e-20
6.81511085147464e-57
6.91709322430358e-19
7.42246494899946e-74
2.61584235184953e-16
0.00012416024001226
7.23393591076675e-32
4.0837407844882e-26
2.64106253200954e-54
3.25927254464222e-43
2.05962075638361e-14
4.0837407844882e-26
1.20547105714865e-32
7.23393591076675e-32
1.63793511427074e-69
2.82629269229088e-46
5.89062623986427e-58
7.23393591076675e-32
1.54645533301452e-36
2.23061915832689e-05
6.81511085147464e-57
7.42246494899946e-74
2.43029763351318e-47
1.63793511427074e-69
1.43717337210689e-71
7.42246494899946e-74
1.63793511427074e-69
2.82629269229088e-46
3.25927254464222e-43
1.63793511427074e-69
2.03795701269811e-39
9.28656294155632e-37
0.040178282166238
1.97070023526543e-48
6.47808609354139e-23
9.16401991955297e-41
0.0031527384748128
2.05962075638361e-14
3.29748111895075e-09
3.53691507261966e-28
0.00214146052623405
7.80260749679336e-12
3.99013636486026e-21
3.03392176460668e-34
0.00487929050476849
1.25405740062603e-37
7.23393591076675e-32
0.0293566290940731
2.76443053639641e-10
0.0944645201518941
7.42246494899946e-74
1.95871883695099e-11
0.585164965388944
5.82241570194986e-14
3.53691507261966e-28
9.95525176785096e-28
1.03401166385964e-21
5.82241570194986e-14
2.81043687302854e-41
1.03401166385964e-21
1.34068954070402e-05
2.61864299003355e-22
0.0293566290940731
7.29631923075392e-05
2.88187240164366e-07
1.57701342037366e-06
1.20547105714865e-32
1.08123741919823e-50
0.00012416024001226
0.85755307799448
0.0211348793001402
1.08123741919823e-50
3.03392176460668e-34
1.28196146790158e-62
2.37081909147476e-18
9.28656294155632e-37
0.000341828044850253
1.49837112049288e-20
5.47485717497983e-10
1.29536912363483e-29
1.61252580489277e-13
9.28656294155632e-37
2.81043687302854e-41
7.25469918292218e-52
1.43036187860193e-07
7.42246494899946e-74
0.000553284601411139
2.44339056929411e-40
3.25927254464222e-43
2.39879684174256e-05
4.54208513453698e-53
4.57219744532479e-35
0.672113851732013
4.20476941431721e-31
4.54208513453698e-53
1.40635110147674e-55
0.0149843769747662
6.6344021938506e-36
1
7.42246494899946e-74
1.08123741919823e-50
1.6302382190232e-38
2.82629269229088e-46
2.64106253200954e-54
0.0104620998118198
8.33947862817933e-17
0.585164965388944
0.00012416024001226
5.45753698679582e-15
0.0720830122560564
7.42246494899946e-74
9.28656294155632e-37
7.42246494899946e-74
7.13056904285709e-15
8.6209281183753e-27
3.00545965288334e-58
2.37081909147476e-18
4.54208513453698e-53
0.000341828044850253
1.20547105714865e-32
4.54208513453698e-53
1.51028000521408e-49
1.18664030530001e-59
6.88035153928512e-29
1.56393970446442e-23
5.70744363229766e-07
1.97272809619361e-19
7.13056904285709e-15
4.54208513453698e-53
1.20547105714865e-32
4.54208513453698e-53
6.47808609354139e-23
6.47808609354139e-23
6.47808609354139e-23
1.56393970446442e-23
7.23393591076675e-32
0.000196767754192878
8.6209281183753e-27
9.16401991955297e-41
7.42246494899946e-74
2.82629269229088e-46
7.29631923075392e-05
6.6344021938506e-36
0.0104620998118198
6.6344021938506e-36
2.76443053639641e-10
1.03401166385964e-21
3.99013636486026e-21
1.95871883695099e-11
3.08762847451199e-42
0.000207660406954192
4.17735037464574e-61
0.00138601492446586
3.99013636486026e-21
3.08762847451199e-42
2.76443053639641e-10
2.13380404428584e-31
4.0837407844882e-26
1.11031540067541e-06
8.4198168041162e-25
4.21874243804845e-05
2.61584235184953e-16
3.25927254464222e-43
3.25927254464222e-43
1.09295021251005e-43
5.49742922579083e-20
1.29536912363483e-29
4.20476941431721e-31
2.81043687302854e-41
3.33955032376947e-08
1.03401166385964e-21
1.94639394871756e-33
3.03392176460668e-34
1.49837112049288e-20
3.08762847451199e-42
6.4372213763443e-10
3.03392176460668e-34
2.37081909147476e-18
2.05962075638361e-14
7.42246494899946e-74
1.67940438444369e-18
4.57219744532479e-35
4.57219744532479e-35
0.35875464692087
7.42246494899946e-74
1.40635110147674e-55
1.47023393984333e-09
8.6209281183753e-27
3.08762847451199e-42
1.20547105714865e-32
1.77388079469231e-27
4.57219744532479e-35
4.57219744532479e-35
1.47023393984333e-09
7.23393591076675e-32
9.28656294155632e-37
0.040178282166238
1.5710188842388e-08
4.54208513453698e-53
4.20476941431721e-31
7.26447489591324e-09
4.20476941431721e-31
3.53691507261966e-28
0.155657633226635
3.53691507261966e-28
5.49742922579083e-20
2.36756558571244e-30
2.41816085612712e-15
1.03401166385964e-21
4.38314367354608e-13
1.97070023526543e-48
9.28656294155632e-37
7.23393591076675e-32
4.54208513453698e-53
6.47808609354139e-23
0.00487929050476849
