"x"
1.67627762011677e-44
2.47978609305107e-35
1.15506166944974e-61
3.4271250806913e-39
5.4562045340339e-18
4.84976334130421e-64
4.74985799481326e-68
3.30396822843262e-40
4.74985799481326e-68
1.8933521499961e-63
2.98290134010246e-62
1.84509400007172e-28
1
1.8231438928777e-10
3.27483992094925e-16
1.13536624119484e-27
3.16284152763244e-08
2.63043060871513e-42
3.16284152763244e-08
5.4562045340339e-18
1.90757349189286e-70
7.25358171121089e-20
2.87513768288838e-36
1.67627762011677e-44
1.18176918038761e-24
1.32606422334792e-18
8.8657095481726e-23
1.23985453331196e-38
1.63117110946143e-20
1
1.87297505569917e-13
6.22675923736099e-13
3.3370842209241e-06
1.67313938876016e-54
1
1.46669425920094e-12
1.22226960821975e-45
0.244200604709464
5.8900146709176e-66
1.32606422334792e-18
5.50883524095076e-14
1.90757349189286e-70
1.22158374826298e-15
3.02733793513883e-41
0.00447746178858761
2.05051363188738e-34
3.27483992094925e-16
4.01682633585915e-53
1.58387600650103e-14
1.90757349189286e-70
6.44125020719428e-12
1
1.13536624119484e-27
7.60882582965842e-22
1.73227291474506e-50
3.4271250806913e-39
5.32679716223494e-10
7.60882582965842e-22
1.84509400007172e-28
1.13536624119484e-27
5.8900146709176e-66
2.55792833093161e-42
3.27990069035643e-54
1.11072255319954e-27
2.06884794450682e-32
0.745472922712847
4.01682633585915e-53
1.90757349189286e-70
2.16199277477333e-43
5.8900146709176e-66
4.74985799481326e-68
1.90757349189286e-70
5.8900146709176e-66
2.63043060871513e-42
3.4271250806913e-39
5.8900146709176e-66
2.47978609305107e-35
1.24207779343316e-32
1
1.67627762011677e-44
1.32606422334792e-18
1.04204070505237e-36
1
5.32679716223494e-10
9.84100265139661e-05
6.21754300615811e-24
1
2.16140030268673e-07
8.57121192535633e-17
4.40252387262075e-30
1
1.62776650601259e-33
1.13536624119484e-27
1
7.9980504279021e-06
1
1.90757349189286e-70
5.48676320606711e-07
1
1.52448310324153e-09
6.21754300615811e-24
1.75202475862409e-23
2.18941629705641e-17
1.52448310324153e-09
3.1912510693239e-37
2.18941629705641e-17
0.447857341072177
5.4562045340339e-18
1
1
0.00910671678919398
0.0507798321360319
1.84509400007172e-28
8.3525590633063e-47
1
1
1
8.3525590633063e-47
4.40252387262075e-30
5.94573728812753e-59
5.50883524095076e-14
1.24207779343316e-32
1
3.27483992094925e-16
1.58491640358491e-05
2.17984716125269e-25
4.27448340360977e-09
1.24207779343316e-32
3.1912510693239e-37
5.32857654985634e-48
0.00447746178858761
1.90757349189286e-70
1
2.87513768288838e-36
3.4271250806913e-39
0.807650908646304
3.15947441958392e-49
6.45274225458687e-31
1
6.76126921822208e-27
3.15947441958392e-49
8.73062763796759e-52
1
9.1209761361058e-32
1
1.90757349189286e-70
8.3525590633063e-47
2.05051363188738e-34
2.63043060871513e-42
1.73227291474506e-50
1
2.02474201613566e-12
1
1
1.38021110396066e-10
1
1.90757349189286e-70
1.24207779343316e-32
1.90757349189286e-70
1.8231438928777e-10
1.57676775285084e-22
1.67313938876016e-54
5.50883524095076e-14
3.15947441958392e-49
1
1.84509400007172e-28
3.15947441958392e-49
1.22226960821975e-45
